look: 4.5 | smell: 3.5 | taste: 3 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 Full disclosure: I normally dislike beer over about 25 IBU. This one clocks in at 51. I have to say, though, that this one is pretty tolerable for a beer style I don't go for. The hop taste is very fresh and floral rather than the usual sour gym sock you normally get with overhopped beers. The sweetness of the brown sugar taste also balances out the hop bitterness pretty well. I won't personally buy again but for those that like a hopped beer this one will be great.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 3.5 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.25 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.25 Standard pour from a 12 oz. bottle into a nonic pint yields a clear deep amber colored ale, topped by an imposing three finger tall cream head. Retention and lacing are both superb.    Nose is hops-forward, pine-y, with and underlying fruity sweetness and toasted malt.    Flavors come in sweet- caramel, toffee, along with lighty toasted biscuit. Fruit notes of apricot and dark cherries come in through the mid-palate, along with some clove-like spice, finishing dry with fairly strong pine hops and lingering molasses.    Feel is medium-full, creamy, with fairly light carbonation and a subtle alcohol warmth that very much belies the stiff 9.8% ABV punch it delivers (this is a beer that can and will sneak up on you, be warned.)    I have to admit, it took me a while to "get" this one... I had purchased a six-pack of this approximately seven months ago (Lagunitas doesn't seem to put a date on their bottles, so I can't tell precisely how old this is.) While I remember thinking it was a good beer back then, the sweetness was quite brash and the finish somewhat overly hopped to be as great as it could be. However aging seems to have brought out the best in this; The sweeter notes from the brown sugar used in the brewing have matured and now work very harmoniously with those now more evened-out evergreen hops. That combined with the burly but appropriate alcohol make Brown Shugga' an outstanding strong ale. I would urge anyone trying this to not write it off right away if it doesn't suit them- put a few up for a bit instead. Your patience may very well be rewarded.   
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Hard to believe this was considered a mistake. Dark amber with Thin beige creamy head. Aroma is subdued malt and molasses. Taste comes on a bit stronger, palate aftertaste stronger still. Slight hint at alcohol warmth. Very good on a cold winter’s day.   
look: 4.75 | smell: 5 | taste: 4.75 | feel: 4.5 | overall: 4.75 sweet, sugar, hops, hidden alcohol. best winter beer for cold days b the campfire 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 3.75 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3 | smell: 3.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3 | taste: 4.5 | feel: 3.5 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 This is super surprising. It was very sweet and not overly strong. It has lots of notes of brown sugar, dark fruit, and toffee. I really enjoyed this one even though this is not my normal style.   
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4.5 | taste: 4.5 | feel: 3.5 | overall: 4 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 2 | smell: 2 | taste: 1 | feel: 1.5 | overall: 1.25 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 4.5 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 5 | feel: 5 | overall: 4.75 This is a great beer. 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 L: Nice light brown color, light tan head, very frothy and hangs around for a bit. Quite clear and bubbly  S: Smells quite nice, hard to describe though. Dark fruit notes present like that of a dobbelbock or dubbel. Has some floral hop notes as well, sort of spicy on the nose. Toast also present.  T: Really good, only complaint is it is a little over hopped. A lot of the nose repeats but its quite bitter, somewhat piney and resinous, though clean.  F: Very crisp, but very bitter which gives an astringency and takes away from what would be a more refreshing beer. Body is pretty light and smooth otherwise.  O: Pretty solid and I really like it. Will probably have this again if I see it.   
look: 4.25 | smell: 4 | taste: 3.25 | feel: 3.75 | overall: 3.5 Based on the name, I had expected a sugar bomb which I tend to prefer over a bitter hop bomb. The nose is excellent, it looks great, but the hop bitterness overpowers the brown sugar taste. Not impressed due to the bitterness, but I plan to revisit this one.   
look: 4 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 3.5 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4 | taste: 2.75 | feel: 3 | overall: 3 Strong, sweet, I wouldn't want more than one. Though I would want this again. 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.25 | smell: 3 | taste: 1 | feel: 2.5 | overall: 1.5 bitter, nasty coffee flavor. I hate coffee. was told by the guy at the store it was sweet. I told him I didn't like bitter beer. But did have a good color and aroma. jut not to my taste.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.75 | overall: 4.25 I hated this beer at first. Hated it so much that 5 of the 6 sat in the beer fridge for over a year. I thought I could pass it off on someone eventually. And after awhile, like deciding to have a second child, I couldn't remember what was so awful about having the 1st, I said "sure, let's try this again". I am glad I did. The sugars must have eaten away at everything I found so unpleasant the first go around. Aging really helped this one and now I am sad I only have 4 left.   
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 5 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 Pours dark brown-gold, with two-finger head that lingers. Smells of raisins, caramel, not very present. Taste explodes, raisins, prunes, chocolate, alcohol and, yes, brown sugar. Feels creamy, lush, smooth. Maybe the best barleywine I've had.   
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.5 
look: 4.5 | smell: 5 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 This one will throw you for a loop on first taste lol. Shugga over load! Yeah still trying to figure out if I really like it or just like the 10% alc lol. But for real it's good it's a nice sipper. Remember it's really sweet!   
look: 4.5 | smell: 4.5 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.25 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4 Comes in a clear, fizzy amber color with a generous, creamy, beige head. Sheets of lacing are left down the sides of the glass.  The aroma offers caramel, molasses, pine, plums, candied orange peel, cherries, and dried apricots.  On the palate, you get a nicely balanced malt sweetness. Lots of caramel, molasses, and toasted bread. Near the finish you get dark fruits; red cherries, plums, figs, and dried apricots. The finish is mostly caramelized sugar sweet, but with some balancing pine, and a light alcohol warmth.  The mouthfeel is medium-full, medium-light carbonation, and smooth and creamy.    Good stuff. It tastes very similar to a barleywine. Less complex, but maybe more drinkable. Another winner from Lagunitas.   
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4 | overall: 4.5 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 3.75 | taste: 3.25 | feel: 3.5 | overall: 3.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 A - nice big beer with amber/reddish color body and a huge white head that leaves nice lacing  S - caramel, orange, peach, vanilla, butterscotch, slight mustiness/old ale/oxidized quality  T - caramel, orange, grapefruit, peach, slight mustiness/old ale/oxidized quality  M - heavy, alcohol covered, aftertaste is orange rind, caramel, musty strong ale  O - good beer, definitely rivals bigfoot in my book, will cellar and see how it does   
look: 3 | smell: 2.5 | taste: 2.25 | feel: 2.25 | overall: 2.5 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4.25 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Pours a sunburnt orange with a one-finger, fluffy head that dissipates quickly. A little carbonation. Lots of lacing.  Smells of grapefruit and candied hop.  Bitter brown sugar candied, citrus hop taste. The bitter hop hangs around for a little while.   Mouthfeel of a medium bodied ale which really gets toe salivary glands going. this is good, but not as good as Sucks.   
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 Pours a reddish copper color with quickly dissipating white head leaving a ring of bubbly lacing. Nose is sweet malt and a hint of alcohol. Taste follows with some hop bitterness but mostly sweet and smooth. Have been drinking this for years during the holiday season, this year is no different. This beer was one of my 1st rated for BA ,this review is for 2018.   
